iteration,sender,receiver,news_id,news_party,news_veracity
0,bot40__0,bot21__7,800,N,False
0,bot40__0,bot39__6,800,N,False
0,bot40__1,bot35__3,801,N,False
0,bot40__1,bot6__1,801,N,False
0,bot40__2,102,802,N,False
0,bot40__3,reel23__8,803,N,False
0,bot40__3,228,803,N,False
0,bot40__3,reel10__7,803,N,False
0,bot40__4,322,804,N,False
0,bot40__5,313,805,N,False
0,bot40__5,reel16__7,805,N,False
0,bot40__5,bot3__9,805,N,False
0,bot40__6,reel21__7,806,N,False
0,bot40__6,reel2__3,806,N,False
0,bot40__6,296,806,N,False
0,bot40__7,reel39__3,807,N,False
0,bot40__7,bot0__6,807,N,False
0,bot40__8,235,808,N,False
0,bot40__8,reel6__9,808,N,False
0,bot40__9,reel29__7,809,N,False
0,bot40__9,reel32__7,809,N,False
0,bot40__9,reel30__0,809,N,False
0,reel40__0,reel3__6,810,N,True
0,reel40__0,reel5__3,810,N,True
0,reel40__1,reel23__4,811,N,True
0,reel40__1,reel21__9,811,N,True
0,reel40__2,58,812,N,True
0,reel40__2,250,812,N,True
0,reel40__2,327,812,N,True
0,reel40__3,70,813,N,True
0,reel40__3,reel28__5,813,N,True
0,reel40__3,reel38__6,813,N,True
0,reel40__4,reel25__5,814,N,True
0,reel40__4,332,814,N,True
0,reel40__4,reel8__4,814,N,True
0,reel40__5,32,815,N,True
0,reel40__5,reel18__6,815,N,True
0,reel40__5,reel35__4,815,N,True
0,reel40__6,100,816,N,True
0,reel40__6,reel35__6,816,N,True
0,reel40__7,190,817,N,True
0,reel40__7,reel24__5,817,N,True
0,reel40__7,reel24__2,817,N,True
0,reel40__8,231,818,N,True
0,reel40__8,188,818,N,True
0,reel40__9,33,819,N,True
0,reel40__9,306,819,N,True
1,bot21__7,reel6__9,800,N,False
1,bot21__7,182,800,N,False
1,bot21__7,bot6__8,800,N,False
1,bot39__6,177,800,N,False
1,bot39__6,179,800,N,False
1,bot39__6,bot25__1,800,N,False
1,bot6__1,274,801,N,False
1,bot35__3,bot13__0,801,N,False
1,bot35__3,bot22__3,801,N,False
1,102,296,802,N,False
1,102,227,802,N,False
1,102,263,802,N,False
1,102,0,802,N,False
1,102,bot12__7,802,N,False
1,102,reel13__1,802,N,False
1,102,reel30__1,802,N,False
1,102,reel37__6,802,N,False
1,reel10__7,291,803,N,False
1,reel10__7,26,803,N,False
1,reel10__7,bot26__4,803,N,False
1,reel10__7,reel35__0,803,N,False
1,228,0,803,N,False
1,228,bot9__2,803,N,False
1,228,bot10__7,803,N,False
1,228,bot12__6,803,N,False
1,228,reel22__9,803,N,False
1,228,reel30__4,803,N,False
1,reel23__8,249,803,N,False
1,reel23__8,reel13__9,803,N,False
1,reel23__8,bot39__5,803,N,False
1,322,53,804,N,False
1,322,122,804,N,False
1,322,9,804,N,False
1,322,25,804,N,False
1,322,304,804,N,False
1,322,142,804,N,False
1,322,48,804,N,False
1,322,45,804,N,False
1,322,136,804,N,False
1,322,56,804,N,False
1,322,128,804,N,False
1,322,60,804,N,False
1,322,161,804,N,False
1,322,85,804,N,False
1,322,239,804,N,False
1,322,341,804,N,False
1,322,297,804,N,False
1,322,30,804,N,False
1,322,252,804,N,False
1,322,221,804,N,False
1,322,62,804,N,False
1,322,308,804,N,False
1,322,21,804,N,False
1,322,158,804,N,False
1,322,186,804,N,False
1,322,75,804,N,False
1,322,7,804,N,False
1,322,242,804,N,False
1,322,329,804,N,False
1,322,170,804,N,False
1,322,224,804,N,False
1,322,87,804,N,False
1,322,26,804,N,False
1,322,236,804,N,False
1,322,277,804,N,False
1,322,285,804,N,False
1,322,40,804,N,False
1,322,200,804,N,False
1,322,0,804,N,False
1,322,bot2__7,804,N,False
1,322,bot13__9,804,N,False
1,313,146,805,N,False
1,313,21,805,N,False
1,313,203,805,N,False
1,313,222,805,N,False
1,313,119,805,N,False
1,313,128,805,N,False
1,313,199,805,N,False
1,313,239,805,N,False
1,313,285,805,N,False
1,313,315,805,N,False
1,313,60,805,N,False
1,313,261,805,N,False
