iteration,sender,receiver,news_id,news_party,news_veracity
0,bot40__0,bot21__7,800,N,False
0,bot40__0,bot39__6,800,N,False
0,bot40__1,bot6__1,801,N,False
0,bot40__2,102,802,N,False
0,bot40__3,reel23__8,803,N,False
0,bot40__3,228,803,N,False
0,bot40__3,reel10__7,803,N,False
0,bot40__4,322,804,N,False
0,bot40__5,reel16__7,805,N,False
0,bot40__5,bot3__9,805,N,False
0,bot40__6,reel21__7,806,N,False
0,bot40__6,reel2__3,806,N,False
0,bot40__7,bot0__6,807,N,False
0,bot40__8,235,808,N,False
0,bot40__8,reel6__9,808,N,False
0,bot40__9,reel29__7,809,N,False
0,bot40__9,reel32__7,809,N,False
0,bot40__9,reel30__0,809,N,False
0,reel40__0,reel3__6,810,N,True
0,reel40__0,reel5__3,810,N,True
0,reel40__1,reel23__4,811,N,True
0,reel40__1,reel21__9,811,N,True
0,reel40__2,58,812,N,True
0,reel40__2,250,812,N,True
0,reel40__2,327,812,N,True
0,reel40__3,70,813,N,True
0,reel40__3,reel28__5,813,N,True
0,reel40__3,reel38__6,813,N,True
0,reel40__4,332,814,N,True
0,reel40__4,reel8__4,814,N,True
0,reel40__5,32,815,N,True
0,reel40__5,reel18__6,815,N,True
0,reel40__5,reel35__4,815,N,True
0,reel40__6,reel35__6,816,N,True
0,reel40__7,190,817,N,True
0,reel40__7,reel24__5,817,N,True
0,reel40__7,reel24__2,817,N,True
0,reel40__8,231,818,N,True
0,reel40__8,188,818,N,True
0,reel40__9,33,819,N,True
0,reel40__9,306,819,N,True
1,bot39__6,177,800,N,False
1,bot39__6,bot25__1,800,N,False
1,bot21__7,reel6__9,800,N,False
1,bot21__7,182,800,N,False
1,102,227,802,N,False
1,102,175,802,N,False
1,102,reel13__1,802,N,False
1,102,reel30__1,802,N,False
1,228,0,803,N,False
1,228,bot9__2,803,N,False
1,228,reel30__4,803,N,False
1,reel10__7,reel35__0,803,N,False
1,reel23__8,249,803,N,False
1,reel23__8,163,803,N,False
1,reel23__8,reel13__9,803,N,False
1,322,53,804,N,False
1,322,304,804,N,False
1,322,104,804,N,False
1,322,142,804,N,False
1,322,45,804,N,False
1,322,56,804,N,False
1,322,128,804,N,False
1,322,1,804,N,False
1,322,130,804,N,False
1,322,161,804,N,False
1,322,297,804,N,False
1,322,30,804,N,False
1,322,109,804,N,False
1,322,221,804,N,False
1,322,62,804,N,False
1,322,21,804,N,False
1,322,276,804,N,False
1,322,178,804,N,False
1,322,186,804,N,False
1,322,75,804,N,False
1,322,339,804,N,False
1,322,67,804,N,False
1,322,345,804,N,False
1,322,170,804,N,False
1,322,280,804,N,False
1,322,277,804,N,False
1,322,0,804,N,False
1,bot3__9,328,805,N,False
1,bot3__9,bot4__2,805,N,False
1,reel16__7,reel1__9,805,N,False
1,reel16__7,164,805,N,False
1,reel16__7,226,805,N,False
1,reel16__7,reel23__7,805,N,False
1,reel16__7,bot32__8,805,N,False
1,reel2__3,1,806,N,False
1,reel2__3,bot39__0,806,N,False
1,reel2__3,reel39__4,806,N,False
1,reel21__7,249,806,N,False
1,reel21__7,reel33__8,806,N,False
1,bot0__6,213,807,N,False
1,reel6__9,252,808,N,False
1,reel6__9,reel9__5,808,N,False
1,reel6__9,bot21__7,808,N,False
1,reel6__9,bot34__5,808,N,False
1,235,5,808,N,False
1,235,21,808,N,False
1,235,0,808,N,False
1,235,bot10__0,808,N,False
1,235,bot17__2,808,N,False
1,reel32__7,reel10__3,809,N,False
1,reel32__7,206,809,N,False
1,reel3__6,305,810,N,True
1,reel3__6,170,810,N,True
1,reel3__6,reel0__9,810,N,True
1,reel3__6,reel11__6,810,N,True
1,reel5__3,24,810,N,True
1,reel5__3,247,810,N,True
1,reel5__3,189,810,N,True
1,reel5__3,bot15__8,810,N,True
1,reel5__3,bot19__4,810,N,True
1,reel5__3,bot22__3,810,N,True
1,reel23__4,31,811,N,True
1,reel23__4,reel2__2,811,N,True
1,reel23__4,171,811,N,True
1,reel23__4,reel24__2,811,N,True
