iteration,sender,receiver,news_id,news_party,news_veracity
0,bot65__0,255,1300,N,False
0,bot65__0,reel6__8,1300,N,False
0,bot65__0,131,1300,N,False
0,bot65__1,bot51__7,1301,N,False
0,bot65__1,reel27__3,1301,N,False
0,bot65__2,reel36__3,1302,N,False
0,bot65__3,bot14__7,1303,N,False
0,bot65__4,reel30__8,1304,N,False
0,bot65__4,253,1304,N,False
0,bot65__5,bot61__9,1305,N,False
0,bot65__5,reel23__0,1305,N,False
0,bot65__6,bot43__2,1306,N,False
0,bot65__6,bot0__7,1306,N,False
0,bot65__7,reel3__1,1307,N,False
0,bot65__7,bot3__7,1307,N,False
0,bot65__8,bot55__6,1308,N,False
0,bot65__8,reel63__3,1308,N,False
0,bot65__9,reel20__2,1309,N,False
0,reel65__0,reel12__7,1310,N,True
0,reel65__1,9,1311,N,True
0,reel65__1,reel1__9,1311,N,True
0,reel65__1,reel3__6,1311,N,True
0,reel65__2,241,1312,N,True
0,reel65__2,reel2__0,1312,N,True
0,reel65__3,reel61__7,1313,N,True
0,reel65__3,reel46__9,1313,N,True
0,reel65__4,reel64__2,1314,N,True
0,reel65__4,222,1314,N,True
0,reel65__4,reel13__8,1314,N,True
0,reel65__5,155,1315,N,True
0,reel65__5,208,1315,N,True
0,reel65__5,reel52__4,1315,N,True
0,reel65__6,reel5__0,1316,N,True
0,reel65__6,133,1316,N,True
0,reel65__7,reel39__7,1317,N,True
0,reel65__7,89,1317,N,True
0,reel65__7,273,1317,N,True
0,reel65__8,152,1318,N,True
0,reel65__8,reel51__5,1318,N,True
0,reel65__9,98,1319,N,True
0,reel65__9,306,1319,N,True
1,255,reel0__7,1300,N,False
1,255,reel5__9,1300,N,False
1,255,reel56__3,1300,N,False
1,255,bot59__7,1300,N,False
1,reel6__8,reel2__5,1300,N,False
1,reel6__8,reel3__2,1300,N,False
1,reel6__8,bot13__2,1300,N,False
1,reel6__8,reel24__9,1300,N,False
1,131,99,1300,N,False
1,131,177,1300,N,False
1,131,225,1300,N,False
1,131,bot25__3,1300,N,False
1,reel27__3,49,1301,N,False
1,reel27__3,reel0__6,1301,N,False
1,reel27__3,reel25__7,1301,N,False
1,reel36__3,reel6__9,1302,N,False
1,reel36__3,reel35__9,1302,N,False
1,reel36__3,reel42__3,1302,N,False
1,reel36__3,bot64__5,1302,N,False
1,bot14__7,24,1303,N,False
1,253,230,1304,N,False
1,253,bot5__4,1304,N,False
1,reel30__8,147,1304,N,False
1,reel30__8,reel38__5,1304,N,False
1,reel30__8,bot47__0,1304,N,False
1,reel30__8,bot63__3,1304,N,False
1,reel23__0,159,1305,N,False
1,bot61__9,reel44__9,1305,N,False
1,bot61__9,bot14__2,1305,N,False
1,bot61__9,239,1305,N,False
1,bot0__7,304,1306,N,False
1,bot0__7,69,1306,N,False
1,bot0__7,342,1306,N,False
1,bot0__7,bot8__1,1306,N,False
1,bot0__7,bot9__7,1306,N,False
1,bot0__7,bot9__8,1306,N,False
1,bot43__2,bot32__3,1306,N,False
1,reel3__1,260,1307,N,False
1,reel3__1,291,1307,N,False
1,reel3__1,bot4__5,1307,N,False
1,reel3__1,reel22__3,1307,N,False
1,bot3__7,71,1307,N,False
1,bot3__7,bot2__6,1307,N,False
1,bot3__7,194,1307,N,False
1,reel63__3,reel52__7,1308,N,False
1,reel20__2,reel0__1,1309,N,False
1,reel20__2,bot51__1,1309,N,False
1,reel12__7,55,1310,N,True
1,reel12__7,119,1310,N,True
1,reel12__7,reel16__5,1310,N,True
1,reel1__9,100,1311,N,True
1,reel1__9,132,1311,N,True
1,reel1__9,55,1311,N,True
1,reel1__9,bot2__9,1311,N,True
1,reel1__9,bot5__0,1311,N,True
1,reel1__9,reel16__7,1311,N,True
1,reel1__9,reel19__9,1311,N,True
1,reel1__9,reel60__2,1311,N,True
1,9,176,1311,N,True
1,9,128,1311,N,True
1,9,105,1311,N,True
1,9,203,1311,N,True
1,9,323,1311,N,True
1,9,75,1311,N,True
1,9,26,1311,N,True
1,9,276,1311,N,True
1,9,231,1311,N,True
1,9,304,1311,N,True
1,9,21,1311,N,True
1,9,341,1311,N,True
1,9,272,1311,N,True
1,9,56,1311,N,True
1,9,142,1311,N,True
1,9,85,1311,N,True
1,9,199,1311,N,True
1,9,280,1311,N,True
1,9,161,1311,N,True
1,9,200,1311,N,True
1,9,119,1311,N,True
1,9,156,1311,N,True
1,9,66,1311,N,True
1,9,224,1311,N,True
1,9,170,1311,N,True
1,reel3__6,170,1311,N,True
1,9,295,1311,N,True
1,9,113,1311,N,True
1,9,79,1311,N,True
1,9,285,1311,N,True
1,9,169,1311,N,True
1,9,134,1311,N,True
1,9,329,1311,N,True
1,9,277,1311,N,True
1,9,148,1311,N,True
1,9,271,1311,N,True
1,9,69,1311,N,True
1,9,185,1311,N,True
1,9,3,1311,N,True
1,9,133,1311,N,True
1,9,291,1311,N,True
1,9,0,1311,N,True
1,9,reel1__8,1311,N,True
1,9,bot3__1,1311,N,True
1,9,bot3__4,1311,N,True
1,9,reel4__9,1311,N,True
1,9,bot24__8,1311,N,True
1,9,reel35__8,1311,N,True
1,9,reel63__4,1311,N,True
1,reel3__6,305,1311,N,True
1,reel3__6,reel0__9,1311,N,True
1,reel3__6,bot7__9,1311,N,True
1,reel3__6,reel11__6,1311,N,True
1,reel3__6,bot20__6,1311,N,True
1,reel3__6,reel40__0,1311,N,True
1,reel2__0,246,1312,N,True
1,reel2__0,218,1312,N,True
1,reel2__0,bot7__6,1312,N,True
1,reel2__0,reel57__7,1312,N,True
1,reel2__0,bot59__0,1312,N,True
1,241,0,1312,N,True
1,241,bot4__1,1312,N,True
1,241,bot8__3,1312,N,True
1,241,reel10__3,1312,N,True
1,241,bot13__7,1312,N,True
1,241,reel21__5,1312,N,True
1,241,bot22__3,1312,N,True
1,241,reel26__8,1312,N,True
1,241,bot33__7,1312,N,True
1,241,reel35__3,1312,N,True
1,241,bot45__9,1312,N,True
1,reel46__9,70,1313,N,True
1,reel61__7,177,1313,N,True
1,reel61__7,reel25__7,1313,N,True
1,222,313,1314,N,True
1,222,325,1314,N,True
1,222,118,1314,N,True
1,222,211,1314,N,True
1,222,56,1314,N,True
1,222,240,1314,N,True
1,222,reel10__0,1314,N,True
1,222,reel63__8,1314,N,True
1,reel64__2,reel15__2,1314,N,True
1,reel13__8,reel3__2,1314,N,True
1,reel13__8,330,1314,N,True
1,reel13__8,152,1314,N,True
1,reel13__8,bot50__3,1314,N,True
1,208,285,1315,N,True
1,208,188,1315,N,True
1,208,332,1315,N,True
1,208,277,1315,N,True
1,208,reel27__7,1315,N,True
1,208,reel29__0,1315,N,True
1,208,bot59__1,1315,N,True
1,reel52__4,31,1315,N,True
1,reel52__4,reel63__0,1315,N,True
1,155,23,1315,N,True
1,155,reel11__0,1315,N,True
1,155,bot12__6,1315,N,True
1,133,62,1316,N,True
1,133,188,1316,N,True
1,133,271,1316,N,True
1,133,96,1316,N,True
1,133,40,1316,N,True
1,133,1,1316,N,True
1,133,141,1316,N,True
1,133,315,1316,N,True
1,133,236,1316,N,True
1,133,224,1316,N,True
1,133,280,1316,N,True
1,133,9,1316,N,True
1,133,0,1316,N,True
1,133,bot0__1,1316,N,True
1,133,reel1__1,1316,N,True
1,133,bot5__5,1316,N,True
1,133,reel10__9,1316,N,True
1,133,reel51__8,1316,N,True
1,133,reel53__9,1316,N,True
1,133,bot60__6,1316,N,True
1,133,bot60__7,1316,N,True
1,reel5__0,20,1316,N,True
1,reel5__0,214,1316,N,True
1,reel5__0,bot17__3,1316,N,True
1,reel5__0,bot22__0,1316,N,True
1,reel5__0,reel25__2,1316,N,True
1,reel5__0,bot36__7,1316,N,True
1,reel39__7,reel37__7,1317,N,True
1,reel39__7,reel18__7,1317,N,True
1,reel39__7,reel62__7,1317,N,True
1,reel39__7,reel62__8,1317,N,True
1,273,275,1317,N,True
1,273,78,1317,N,True
1,273,218,1317,N,True
1,273,181,1317,N,True
1,273,4,1317,N,True
1,273,0,1317,N,True
1,89,0,1317,N,True
1,273,reel14__4,1317,N,True
1,273,reel17__0,1317,N,True
1,273,bot23__8,1317,N,True
1,273,reel33__8,1317,N,True
1,273,reel34__3,1317,N,True
1,273,reel58__4,1317,N,True
1,89,6,1317,N,True
1,89,319,1317,N,True
1,89,95,1317,N,True
1,89,219,1317,N,True
1,89,19,1317,N,True
1,89,147,1317,N,True
1,89,reel7__5,1317,N,True
1,89,bot8__7,1317,N,True
1,reel51__5,reel48__7,1318,N,True
1,152,181,1318,N,True
1,152,4,1318,N,True
1,152,275,1318,N,True
1,152,0,1318,N,True
1,152,reel13__8,1318,N,True
1,152,bot60__2,1318,N,True
1,152,reel63__5,1318,N,True
1,98,200,1319,N,True
1,98,21,1319,N,True
1,98,332,1319,N,True
1,98,172,1319,N,True
1,98,211,1319,N,True
1,98,223,1319,N,True
1,98,331,1319,N,True
1,98,285,1319,N,True
1,98,199,1319,N,True
1,98,280,1319,N,True
